,location,bath,balcony,price,bhk,total_area_in_sqrt
5100,Other,1.0,0.0,41.0,1,700.0
5102,Other,2.0,2.0,110.0,2,1353.0
5103,Other,2.0,0.0,85.0,1,1200.0
5106,Other,2.0,1.0,90.0,3,1325.0
5109,Other,2.0,1.0,80.0,2,1056.0
5111,Other,3.0,2.0,86.0,3,1600.0
5113,Other,3.0,2.0,120.0,3,1544.0
5114,Other,2.0,0.0,65.0,2,1200.0
5115,Other,1.0,1.0,36.0,1,540.0
5116,Other,3.0,1.0,180.0,3,1578.0
5118,Other,2.0,0.0,115.0,2,1600.0
5119,Other,1.0,1.0,18.5,1,416.0
5122,Other,1.0,1.0,60.0,1,834.0
5123,Other,5.0,2.0,260.0,4,3000.0
5125,Other,1.0,0.0,25.0,1,469.0
5130,Other,2.0,2.0,200.0,2,1630.0
5132,Other,2.0,0.0,70.0,3,1200.0
5133,Other,3.0,0.0,77.0,3,1350.0
5134,Other,4.0,0.0,445.0,4,4046.0
5135,Other,2.0,2.0,115.0,2,1355.0
5136,Other,1.0,0.0,50.0,1,600.0
5137,Other,3.0,2.0,165.0,3,1875.0
5140,Other,3.0,1.0,120.0,3,1750.0
5145,Other,3.0,1.0,225.0,3,1855.0
5149,Other,1.0,0.0,20.03,1,425.0
5151,Other,1.0,1.0,60.0,1,600.0
5152,Other,2.0,1.0,140.0,2,1468.0
5153,Other,5.0,2.0,550.0,4,4300.0
5157,Other,3.0,0.0,135.0,3,1352.0
5159,Other,3.0,1.0,184.0,3,1976.0
5160,Other,4.0,2.0,600.0,4,5500.0
5161,Other,3.0,0.0,95.0,3,1200.0
5163,Other,2.0,1.0,69.0,2,1180.0
5164,Other,1.0,1.0,17.0,1,686.0
5167,Other,2.0,2.0,87.0,2,1282.0
5169,Other,2.0,2.0,95.0,3,1500.0
5170,Other,1.0,1.0,115.0,2,1300.0
5171,Other,1.0,1.0,20.0,1,530.0
5172,Other,2.0,3.0,80.0,2,1350.0
5175,Other,2.0,0.0,62.0,2,1141.0
5178,Other,1.0,1.0,40.0,1,950.0
5184,Other,3.0,2.0,90.0,3,1480.0
5185,Other,3.0,3.0,90.0,3,1600.0
5187,Other,3.0,2.0,115.0,3,1500.0
5188,Other,3.0,3.0,125.0,3,1824.0
5189,Other,1.0,0.0,56.25,1,750.0
5196,Other,5.0,3.0,400.0,4,6000.0
5197,Other,3.0,2.0,170.0,3,2400.0
5199,Other,2.0,2.0,98.0,3,1500.0
5200,Other,3.0,3.0,350.0,3,3095.0
5202,Other,1.0,1.0,28.0,1,1200.0
5203,Other,3.0,3.0,100.0,3,1500.0
5206,Other,3.0,1.0,188.0,3,1560.0
5209,Other,1.0,1.0,15.0,1,485.0
5215,Other,3.0,1.0,130.0,3,1200.0
5216,Other,2.0,1.0,67.0,2,1050.0
5217,Other,3.0,1.0,105.0,3,1596.0
5221,Other,3.0,1.0,85.0,3,1200.0
5223,Other,3.0,3.0,88.0,3,1515.0
5226,Other,2.0,1.0,80.0,2,1380.0
5229,Other,5.0,2.0,500.0,4,4346.0
5231,Other,3.0,2.0,187.0,3,2200.0
5232,Other,4.0,2.0,300.0,4,3600.0
5233,Other,3.0,3.0,450.0,4,3500.0
5234,Other,2.0,2.0,65.0,2,1093.0
5236,Other,3.0,1.0,95.0,3,1535.0
5238,Other,2.0,1.0,62.7,2,1100.0
5241,Other,4.0,3.0,280.0,3,2197.0
5243,Other,2.0,1.0,60.0,2,1100.0
5244,Other,3.0,1.0,172.0,4,1600.0
5245,Other,2.0,2.0,85.0,3,1450.0
5246,Other,3.0,1.0,166.0,4,2000.0
5249,Other,3.0,3.0,100.0,3,1756.0
5250,Other,3.0,3.0,92.0,3,1532.0
5251,Other,3.0,0.0,110.0,3,1650.0
5252,Other,2.0,2.0,66.0,2,1200.0
5254,Other,2.0,3.0,122.0,3,1525.0
5258,Other,3.0,2.0,200.0,4,2400.0
5259,Other,2.0,1.0,130.0,2,1000.0
5261,Other,1.0,1.0,180.0,2,3040.0
5263,Other,3.0,1.0,120.0,3,1390.0
5264,Other,2.0,2.0,68.0,2,1135.0
5265,Other,2.0,1.0,55.0,2,900.0
5269,Other,3.0,1.0,250.0,3,2500.0
5273,Other,2.0,2.0,68.0,2,1269.72
5275,Other,4.0,2.0,155.0,4,2100.0
5277,Other,3.0,3.0,93.93,3,1515.0
5280,Other,4.0,2.0,214.0,6,2700.0
5281,Other,3.0,2.0,210.0,3,2000.0
5282,Other,4.0,1.0,300.0,5,2400.0
5283,Other,3.0,3.0,176.0,3,1760.0
5284,Other,1.0,1.0,42.0,1,595.0
5289,Other,2.0,2.0,86.0,2,1170.0
5290,Other,4.0,3.0,235.0,4,2200.0
5298,Other,3.0,3.0,175.0,3,1650.0
5300,Other,3.0,3.0,91.86,3,1670.0
5304,Other,2.0,1.0,80.0,3,1250.0
5305,Other,4.0,2.0,160.0,3,1650.0
5306,Other,2.0,3.0,50.0,2,800.0
5307,Other,2.0,2.0,150.0,2,1225.0
5309,Other,4.0,3.0,367.0,4,3675.0
5310,Other,2.0,2.0,150.0,2,1200.0
5313,Other,2.0,1.0,80.0,2,1350.0
5315,Other,3.0,1.0,110.0,3,1614.0
5316,Other,2.0,3.0,73.0,2,1188.0
5317,Other,3.0,2.0,90.0,3,1480.0
5320,Other,2.0,3.0,53.55,2,955.0
5322,Other,3.0,1.0,215.0,3,2479.13
5323,Other,2.0,0.0,106.0,2,1100.0
5326,Other,3.0,2.0,120.0,3,1925.0
5327,Other,1.0,1.0,26.0,1,650.0
5329,Other,3.0,3.0,207.0,3,2000.0
5330,Other,2.0,0.0,110.0,2,1050.0
5336,Other,2.0,1.0,110.0,3,1685.0
5338,Other,3.0,3.0,110.0,3,1550.0
5339,Other,1.0,0.0,20.0,1,500.0
5341,Other,4.0,2.0,370.0,3,3155.0
5342,Other,3.0,3.0,105.0,3,1765.0
5343,Other,2.0,3.0,70.0,2,1265.0
5344,Other,2.0,1.0,59.0,2,1012.0
5345,Other,4.0,3.0,154.0,3,2045.0
5347,Other,4.0,2.0,280.0,6,2400.0
5348,Other,2.0,1.0,25.0,1,581.91
5349,Other,2.0,2.0,51.0,2,925.0
5350,Other,2.0,3.0,110.0,2,1415.0
5353,Other,5.0,2.0,600.0,4,4750.0
5354,Other,3.0,2.0,155.0,3,1840.0
5355,Other,2.0,0.0,60.0,2,824.0
5356,Other,2.0,1.0,100.0,3,1340.0
5357,Other,2.0,1.0,110.0,3,1620.0
5358,Other,3.0,2.0,115.0,3,1533.0
5359,Other,3.0,2.0,85.0,3,1560.0
5361,Other,1.0,2.0,25.0,1,750.0
5362,Other,2.0,3.0,85.0,3,1375.0
5369,Other,3.0,2.0,88.0,3,1500.0
5371,Other,2.0,1.0,76.0,2,1140.0
5372,Other,2.0,1.0,84.0,2,1198.0
5373,Other,4.0,1.0,520.0,4,4000.0
5374,Other,2.0,2.0,75.0,2,1370.0
5378,Other,1.0,1.0,55.0,2,1000.0
5379,Other,2.0,2.0,125.0,2,1200.0
5383,Other,1.0,1.0,70.0,1,1050.0
5384,Other,2.0,0.0,80.0,3,1200.0
5392,Other,1.0,0.0,14.0,1,400.0
5395,Other,5.0,3.0,629.0,4,4800.0
5396,Other,2.0,2.0,70.0,2,1200.0
5398,Other,2.0,1.0,60.0,2,1100.0
5400,Other,2.0,1.0,79.0,2,1300.0
5402,Other,4.0,3.0,350.0,4,3500.0
5404,Other,3.0,2.0,102.0,3,1942.0
5405,Other,2.0,2.0,53.0,2,1000.0
5410,Other,3.0,1.0,260.0,3,2400.0
5411,Other,3.0,2.0,85.0,3,1533.0
5414,Other,2.0,3.0,110.0,2,1452.55
5415,Other,2.0,3.0,105.0,2,1170.0
5416,Other,3.0,2.0,91.72,3,1411.0
5418,Other,3.0,3.0,375.0,3,3095.0
5421,Other,4.0,2.0,365.0,4,3600.0
5424,Other,3.0,3.0,120.0,3,1945.0
5426,Other,3.0,1.0,165.0,3,1650.0
5427,Other,2.0,1.0,150.0,3,1550.0
5429,Other,3.0,1.0,74.0,3,1200.0
5430,Other,3.0,1.0,86.03,3,1229.0
5431,Other,2.0,3.0,61.0,2,1030.0
5432,Other,1.0,0.0,32.0,1,600.0
5433,Other,2.0,1.0,135.0,2,1165.0
5435,Other,3.0,3.0,80.0,3,1520.0
5436,Other,4.0,2.0,240.0,4,3000.0
5438,Other,2.0,2.0,90.0,2,1315.0
5439,Other,2.0,2.0,72.0,2,1210.0
5440,Other,9.0,1.0,1000.0,6,11338.0
5442,Other,4.0,2.0,2100.0,4,30000.0
5443,Other,2.0,2.0,68.0,2,1170.0
5444,Other,2.0,2.0,110.0,2,1600.0
5446,Other,2.0,2.0,75.0,3,1370.0
5448,Other,3.0,2.0,224.0,3,1980.0
5450,Other,3.0,1.0,97.0,3,1700.0
5451,Other,3.0,3.0,160.0,3,1900.0
5453,Other,2.0,1.0,75.0,2,1100.0
5455,Other,3.0,1.0,420.0,3,3515.0
5460,Other,1.0,1.0,41.0,1,700.0
5465,Other,3.0,0.0,250.0,3,3000.0
5466,Other,2.0,3.0,61.0,2,1100.0
5467,Other,1.0,0.0,41.0,1,1260.0
5468,Other,1.0,0.0,37.5,1,1500.0
5470,Other,2.0,2.0,75.0,2,1165.0
5471,Other,4.0,0.0,75.0,3,1272.0
5474,Other,4.0,2.0,325.0,3,2400.0
5475,Other,1.0,1.0,142.0,2,1463.0
5477,Other,3.0,2.0,185.0,3,2401.0
5478,Other,2.0,3.0,235.0,3,1875.0
5480,Other,1.0,1.0,75.0,1,890.0
5483,Other,3.0,2.0,290.0,3,2400.0
5485,Other,3.0,2.0,100.0,3,1690.0
5487,Other,2.0,0.0,90.0,2,1350.0
5488,Other,3.0,2.0,88.0,3,1460.0
5489,Other,3.0,2.0,95.0,3,1685.0
5490,Other,1.0,0.0,52.0,1,800.0
5491,Other,5.0,1.0,280.0,4,4000.0
5495,Other,5.0,2.0,235.0,5,2400.0
5498,Other,1.0,1.0,31.7,1,461.82
5499,Other,2.0,0.0,85.0,3,1500.0
5502,Other,2.0,1.0,75.0,2,1260.0
5504,Other,12.0,2.0,525.0,10,12000.0
5506,Other,3.0,2.0,285.0,3,2820.0
5507,Other,3.0,2.0,130.0,3,1950.0
5509,Other,2.0,2.0,140.0,3,1350.0
5510,Other,4.0,3.0,345.0,4,4051.0
5511,Other,3.0,3.0,170.0,3,2100.0
5512,Other,3.0,2.0,160.0,3,1991.0
5513,Other,3.0,2.0,66.0,3,1200.0
5515,Other,6.0,2.0,245.0,6,2400.0
5517,Other,2.0,1.0,105.0,2,1375.0
5518,Other,3.0,2.0,108.0,3,1693.0
5527,Other,2.0,2.0,60.0,2,1058.0
5528,Other,1.0,1.0,30.0,1,900.0
5531,Other,3.0,2.0,139.0,3,1250.0
5532,Other,3.0,2.0,130.0,2,1468.0
5535,Other,2.0,0.0,145.0,3,1480.0
5538,Other,3.0,2.0,285.0,3,2280.0
5539,Other,3.0,2.0,200.0,3,2000.0
5541,Other,2.0,1.0,150.0,3,2400.0
5543,Other,2.0,1.0,75.0,2,1125.0
5544,Other,3.0,0.0,95.0,3,1596.0
5545,Other,3.0,3.0,123.0,3,1639.0
5547,Other,3.0,2.0,199.0,3,1740.0
5548,Other,2.0,1.0,90.0,3,1372.0
5550,Other,5.0,2.0,720.0,5,6200.0
5553,Other,2.0,2.0,63.0,2,925.0
5554,Other,2.0,0.0,79.0,2,1200.0
5555,Other,3.0,2.0,270.0,3,2500.0
5556,Other,3.0,1.0,115.0,3,1570.0
5557,Other,3.0,3.0,400.0,3,3000.0
5561,Other,3.0,1.0,180.0,3,1750.0
5562,Other,1.0,0.0,160.0,2,1500.0
5564,Other,1.0,2.0,36.5,1,705.0
5565,Other,3.0,3.0,77.0,3,1340.0
5569,Other,1.0,1.0,41.0,1,1260.0
5570,Other,2.0,1.0,125.0,2,1200.0
5571,Other,3.0,2.0,130.0,3,1200.0
5572,Other,6.0,2.0,360.0,4,3595.0
5574,Other,5.0,1.0,385.0,4,3100.0
5576,Other,3.0,0.0,270.0,3,3259.0
5579,Other,1.0,1.0,42.0,1,596.0
5580,Other,16.0,2.0,550.0,16,10000.0
5581,Other,3.0,1.0,190.0,3,1910.0
5585,Other,2.0,1.0,63.0,2,985.0
5586,Other,2.0,1.0,129.0,2,1300.0
5587,Other,2.0,3.0,88.0,3,1490.0
5590,Other,1.0,0.0,30.0,1,650.0
5591,Other,2.0,2.0,89.99,3,1500.0
5592,Other,1.0,1.0,42.0,1,910.0
5595,Other,1.0,1.0,22.49,1,532.0
5597,Other,2.0,3.0,160.0,2,1550.0
5601,Other,2.0,1.0,80.0,2,1000.0
5603,Other,2.0,0.0,97.0,3,1500.0
5604,Other,4.0,2.0,140.0,3,1865.0
5606,Other,4.0,2.0,245.0,4,3500.0
5610,Other,2.0,2.0,73.0,3,1320.0
5613,Other,3.0,2.0,139.0,3,1801.0
5615,Other,4.0,2.0,324.0,4,2990.0
5616,Other,2.0,1.0,160.0,2,2400.0
5618,Other,2.0,1.0,75.0,2,1150.0
5621,Other,9.0,2.0,166.0,9,4500.0
5624,Other,2.0,2.0,80.0,3,1390.0
5625,Other,2.0,2.0,90.0,3,1550.0
5628,Other,3.0,3.0,165.0,3,1839.0
5630,Other,2.0,1.0,70.0,2,900.0
5631,Other,3.0,2.0,149.0,3,1500.0
5634,Other,2.0,0.0,50.0,1,750.0
5635,Other,2.0,3.0,85.0,3,1605.0
5638,Other,1.0,1.0,19.5,1,1500.0
5640,Other,2.0,0.0,70.0,2,1200.0
5641,Other,2.0,1.0,160.0,2,1200.0
5642,Other,3.0,3.0,155.0,3,1904.0
5643,Other,4.0,3.0,315.0,3,2770.0
5646,Other,2.0,2.0,97.78,3,1630.0
5651,Other,2.0,1.0,75.0,2,1280.0
5652,Other,1.0,1.0,75.0,1,735.0
5653,Other,1.0,0.0,24.0,1,500.0
5655,Other,4.0,0.0,145.0,3,1200.0
5656,Other,2.0,1.0,100.0,2,1200.0
5657,Other,3.0,1.0,160.0,3,1200.0
5658,Other,2.0,1.0,82.0,3,1265.0
5660,Other,3.0,3.0,98.0,3,1850.0
5661,Other,4.0,2.0,150.0,4,2360.0
5662,Other,2.0,1.0,77.25,2,1030.0
5664,Other,3.0,2.0,160.0,3,2000.0
5665,Other,2.0,2.0,70.0,3,1300.0
5667,Other,2.0,1.0,75.0,2,1380.0
5672,Other,3.0,3.0,250.0,3,3100.0
5673,Other,2.0,2.0,100.0,2,1190.0
5674,Other,3.0,3.0,100.0,3,1827.0
5675,Other,3.0,3.0,95.0,3,1500.0
5676,Other,2.0,2.0,63.0,2,1180.0
5680,Other,3.0,2.0,95.0,3,1645.0
5683,Other,2.0,3.0,65.0,2,1097.0
5684,Other,3.0,1.0,165.0,4,1600.0
5685,Other,2.0,2.0,110.0,2,900.0
5686,Other,2.0,1.0,125.0,2,1200.0
5687,Other,2.0,3.0,75.0,2,1355.0
5689,Other,4.0,2.0,900.0,4,7500.0
5692,Other,4.0,3.0,360.0,4,4104.0
5695,Other,2.0,1.0,150.0,2,2080.0
5696,Other,2.0,2.0,90.0,2,1505.0
5697,Other,3.0,3.0,95.75,3,1200.0
5698,Other,4.0,3.0,148.0,3,1810.0
5700,Other,2.0,1.0,97.0,3,1530.0
5705,Other,2.0,1.0,130.0,3,1500.0
5708,Other,2.0,2.0,80.0,2,1400.0
5709,Other,3.0,2.0,150.0,3,1533.0
5711,Other,6.0,2.0,450.0,4,3730.0
5713,Other,2.0,1.0,95.0,2,1355.0
5714,Other,1.0,1.0,49.0,1,833.0
5716,Other,5.0,2.0,270.0,4,3000.0
5717,Other,2.0,2.0,68.0,2,1220.0
5718,Other,3.0,2.0,475.0,4,3811.0
5719,Other,3.0,3.0,85.0,3,1545.0
5720,Other,2.0,1.0,110.0,2,1350.0
5722,Other,2.0,1.0,68.0,3,1200.0
5724,Other,4.0,2.0,180.0,5,2000.0
5728,Other,3.0,0.0,85.0,3,1200.0
5730,Other,3.0,2.0,155.0,3,1655.0
5732,Other,2.0,0.0,108.0,3,1200.0
5733,Other,2.0,2.0,75.0,2,1200.0
5738,Other,2.0,0.0,203.0,2,1500.0
5740,Other,9.0,2.0,500.0,9,4500.0
5743,Other,3.0,2.0,160.0,3,1550.0
5746,Other,3.0,2.0,95.0,3,1758.0
5747,Other,5.0,3.0,351.0,4,3179.0
5748,Other,3.0,0.0,85.0,2,1200.0
5750,Other,3.0,3.0,140.0,3,1800.0
5753,Other,4.0,2.0,333.0,4,3900.0
5754,Other,4.0,2.0,200.0,3,2400.0
5755,Other,3.0,2.0,87.5,3,1645.0
5757,Other,3.0,2.0,140.0,3,2600.0
5758,Other,2.0,1.0,60.0,2,950.0
5763,Other,3.0,2.0,205.0,3,1900.0
5765,Other,2.0,2.0,85.0,3,1402.0
5767,Other,3.0,2.0,240.0,3,2100.0
5771,Other,3.0,0.0,140.0,3,1200.0
5772,Other,2.0,1.0,55.0,2,814.0
5775,Other,3.0,0.0,120.0,3,1590.0
5776,Other,6.0,2.0,430.0,4,3754.0
5779,Other,2.0,3.0,89.6,3,1450.0
5781,Other,2.0,3.0,77.0,2,1340.0
5783,Other,3.0,2.0,105.0,3,1665.0
5785,Other,4.0,2.0,200.0,4,2300.0
5786,Other,2.0,1.0,76.0,2,1210.0
5791,Other,2.0,1.0,58.0,2,1065.0
5793,Other,4.0,3.0,450.0,4,3600.0
5796,Other,3.0,2.0,72.0,3,1200.0
5800,Other,1.0,1.0,75.0,2,1000.0
5803,Other,2.0,2.0,86.0,2,1170.0
5804,Other,5.0,1.0,390.0,4,4830.0
5805,Other,2.0,1.0,75.0,2,850.0
5809,Other,3.0,2.0,130.0,3,2065.0
5810,Other,2.0,2.0,125.0,2,1150.0
5813,Other,4.0,2.0,290.0,3,2550.0
5814,Other,2.0,1.0,285.0,4,3080.0
5816,Other,6.0,2.0,420.0,4,3400.0
5817,Other,1.0,1.0,25.0,1,450.0
5818,Other,2.0,1.0,85.0,2,1100.0
5823,Other,2.0,2.0,110.0,2,1036.0
5829,Other,2.0,1.0,62.0,2,1080.0
5833,Other,2.0,1.0,200.0,3,1475.0
5834,Other,3.0,3.0,96.25,3,1200.0
5836,Other,3.0,2.0,200.0,4,2631.0
5837,Other,2.0,1.0,60.0,2,830.0
5838,Other,2.0,2.0,88.0,2,1500.0
5840,Other,2.0,1.0,48.0,2,856.0
5841,Other,2.0,1.0,62.0,2,1143.0
5843,Other,2.0,1.0,110.0,2,1117.0
5844,Other,1.0,1.0,43.0,1,600.0
5848,Other,3.0,0.0,70.0,3,1200.0
5849,Other,4.0,2.0,290.0,4,2675.0
5853,Other,2.0,2.0,80.0,3,1477.0
5854,Other,5.0,2.0,450.0,4,3500.0
5855,Other,3.0,2.0,98.0,3,1793.0
5858,Other,2.0,1.0,62.0,2,1020.0
5859,Other,6.0,1.0,310.0,4,3563.0
5862,Other,5.0,3.0,318.0,4,3300.0
5865,Other,3.0,3.0,223.0,3,1718.0
5866,Other,2.0,2.0,75.0,3,1200.0
5867,Other,2.0,1.0,55.0,2,985.0
5872,Other,2.0,2.0,80.0,2,1030.0
5874,Other,2.0,2.0,69.0,2,1150.0
5877,Other,2.0,1.0,90.0,3,1500.0
5878,Other,2.0,0.0,55.0,2,900.0
5883,Other,2.0,1.0,225.0,4,1750.0
5885,Other,2.0,1.0,78.0,2,1100.0
5886,Other,2.0,2.0,74.0,2,1180.0
5888,Other,3.0,2.0,85.0,3,1540.0
5889,Other,3.0,0.0,230.0,3,1800.0
5891,Other,3.0,2.0,120.0,3,2000.0
5892,Other,3.0,1.0,145.0,3,2000.0
5893,Other,1.0,1.0,15.0,1,500.0
5899,Other,2.0,1.0,70.0,2,922.0
5900,Other,2.0,1.0,72.0,2,850.0
5901,Other,1.0,0.0,65.0,2,1200.0
5903,Other,2.0,3.0,100.0,2,1233.0
5911,Other,3.0,0.0,110.0,3,1936.0
5912,Other,3.0,2.0,90.0,3,1652.5
5914,Other,3.0,2.0,138.0,3,1500.0
5915,Other,3.0,3.0,170.0,3,1750.0
5916,Other,3.0,0.0,99.0,3,1365.0
5918,Other,3.0,3.0,135.0,3,1680.0
5919,Other,2.0,2.0,58.0,2,990.0
5920,Other,2.0,1.0,100.0,2,1240.0
5921,Other,3.0,3.0,118.0,3,1810.0
5922,Other,3.0,2.0,240.0,3,2005.0
5925,Other,2.0,1.0,97.0,2,1000.0
5928,Other,3.0,1.0,78.65,3,1430.0
5929,Other,2.0,1.0,45.0,1,1200.0
5933,Other,1.0,0.0,75.0,1,840.0
5934,Other,2.0,1.0,116.0,3,1760.0
5935,Other,5.0,0.0,268.5,4,3317.5
5936,Other,2.0,2.0,75.0,2,1410.0
5938,Other,2.0,2.0,75.6,3,1200.0
5939,Other,5.0,3.0,285.0,5,2400.0
5940,Other,4.0,2.0,150.0,4,2100.0
5944,Other,2.0,1.0,50.0,2,905.0
5945,Other,3.0,2.0,200.0,3,1495.0
5947,Other,1.0,1.0,23.0,1,550.0
5951,Other,3.0,2.0,110.0,3,1537.0
5952,Other,7.0,1.0,250.0,7,2800.0
5954,Other,2.0,1.0,90.0,2,1191.0
5957,Other,5.0,2.0,250.0,4,2849.0
5962,Other,2.0,1.0,45.0,2,827.0
5969,Other,2.0,1.0,70.0,2,1205.0
5973,Other,4.0,2.0,160.0,3,2200.0
5976,Other,3.0,3.0,155.0,3,1900.0
5977,Other,1.0,2.0,95.0,2,1200.0
5979,Other,2.0,1.0,61.0,2,1100.0
5980,Other,2.0,2.0,110.0,2,1100.0
5981,Other,3.0,1.0,155.0,3,1942.0
5982,Other,4.0,2.0,80.0,3,1200.0
5984,Other,3.0,3.0,90.0,3,1515.0
5990,Other,1.0,0.0,69.0,1,1200.0
5991,Other,3.0,3.0,99.0,3,1717.0
5993,Other,1.0,0.0,48.0,1,1200.0
5994,Other,2.0,1.0,78.65,3,1430.0
5996,Other,2.0,1.0,70.0,2,1190.0
5997,Other,4.0,2.0,185.0,4,2690.0
5998,Other,3.0,2.0,99.0,3,1594.0
5999,Other,2.0,1.0,68.0,2,1250.0
6000,Other,1.0,0.0,77.5,2,1290.0
6002,Other,2.0,1.0,145.0,2,1464.0
6003,Other,2.0,0.0,75.0,2,1200.0
6005,Other,2.0,1.0,156.0,3,1485.0
6006,Other,3.0,3.0,135.0,3,2070.0
6009,Other,2.0,1.0,55.0,2,800.0
6011,Other,2.0,2.0,125.0,3,1480.0
6013,Other,2.0,2.0,130.0,2,1500.0
6014,Other,3.0,3.0,125.0,3,2010.0
6015,Other,2.0,2.0,100.0,3,1504.0
6017,Other,2.0,1.0,165.0,3,1602.0
6018,Other,3.0,1.0,220.0,3,1800.0
6024,Other,3.0,3.0,120.0,3,1862.0
6025,Other,3.0,3.0,200.0,3,2700.0
6026,Other,2.0,1.0,115.0,3,1490.0
6028,Other,3.0,3.0,120.0,3,1740.0
6029,Other,2.0,2.0,60.0,2,1020.0
6030,Other,1.0,1.0,16.0,1,550.0
6033,Other,3.0,2.0,325.0,3,3664.0
6034,Other,3.0,2.0,111.0,3,1520.0
6036,Other,2.0,2.0,90.0,2,1250.0
6037,Other,2.0,2.0,190.0,3,1900.0
6040,Other,2.0,1.0,170.0,3,1602.0
6041,Other,2.0,2.0,70.0,2,1230.0
6042,Other,3.0,3.0,95.0,3,1600.0
6043,Other,1.0,2.0,60.0,1,450.0
6044,Other,2.0,0.0,23.0,1,600.0
6045,Other,6.0,0.0,310.0,4,3463.0
6046,Other,2.0,0.0,85.0,2,1200.0
6049,Other,4.0,2.0,130.0,3,2000.0
6051,Other,2.0,2.0,79.0,2,1175.0
6053,Other,2.0,3.0,68.0,2,1112.0
6056,Other,2.0,3.0,75.0,2,1158.0
6059,Other,2.0,0.0,90.0,2,1200.0
6060,Other,2.0,0.0,69.0,2,1266.67
6062,Other,2.0,1.0,160.0,2,2000.0
6064,Other,3.0,3.0,95.0,3,1800.0
6066,Other,5.0,2.0,280.0,4,2679.0
6067,Other,2.0,0.0,75.0,2,1230.0
6069,Other,2.0,2.0,135.0,2,2400.0
6070,Other,2.0,1.0,48.0,2,880.0
6075,Other,2.0,2.0,57.0,2,1022.0
6076,Other,2.0,1.0,76.0,2,1200.0
6079,Other,3.0,2.0,100.0,3,1605.0
6080,Other,3.0,2.0,98.0,3,1542.0
6083,Other,2.0,2.0,77.27,2,1333.0
6084,Other,2.0,1.0,70.0,2,1050.0
6086,Other,3.0,2.0,105.0,3,2000.0
6089,Other,3.0,2.0,99.0,3,1200.0
6092,Other,2.0,1.0,60.0,2,1000.0
6093,Other,3.0,0.0,350.0,3,5720.0
6094,Other,2.0,1.0,59.0,2,1012.0
6099,Other,3.0,2.0,111.0,3,1700.0
6103,Other,3.0,0.0,110.0,3,1780.0
6105,Other,3.0,3.0,85.0,3,1540.0
6106,Other,3.0,3.0,220.0,3,2456.0
6108,Other,2.0,1.0,185.0,2,1530.0
6111,Other,3.0,3.0,120.0,3,1717.0
6114,Other,2.0,2.0,171.0,2,1475.0
6115,Other,2.0,0.0,65.0,2,1225.0
6116,Other,1.0,0.0,16.0,1,650.0
6118,Other,2.0,2.0,102.0,3,1504.0
6120,Other,4.0,1.0,145.0,4,1800.0
6121,Other,4.0,2.0,240.0,4,3000.0
6123,Other,3.0,3.0,92.0,3,1625.0
6124,Other,4.0,3.0,250.0,4,2400.0
6127,Other,2.0,1.0,92.0,3,1490.0
6129,Other,2.0,1.0,60.0,2,1044.0
6133,Other,2.0,0.0,190.0,3,1567.2
6138,Other,2.0,2.0,75.0,2,1293.0
6140,Other,2.0,2.0,65.5,2,860.0
6141,Other,2.0,2.0,88.0,3,1374.0
6145,Other,2.0,1.0,160.0,4,2000.0
6146,Other,1.0,1.0,62.0,1,834.0
6147,Other,1.0,0.0,52.0,1,600.0
6148,Other,4.0,1.0,135.0,4,2000.0
6149,Other,3.0,2.0,260.0,3,2750.0
6153,Other,2.0,2.0,90.0,2,1280.0
6155,Other,3.0,1.0,175.0,3,2075.0
6162,Other,4.0,1.0,160.0,3,2274.24
6164,Other,3.0,1.0,105.0,2,900.0
6167,Other,3.0,0.0,75.0,3,1350.0
6169,Other,2.0,1.0,10.0,1,470.0
6170,Other,4.0,2.0,150.0,3,1313.0
6171,Other,4.0,3.0,155.0,3,2515.0
6174,Other,3.0,1.0,350.0,3,2665.0
6176,Other,5.0,2.0,450.0,4,3500.0
6182,Other,5.0,2.0,300.0,6,2400.0
6183,Other,2.0,1.0,140.0,2,1235.0
6184,Other,3.0,0.0,260.0,3,3200.0
6185,Other,3.0,2.0,90.0,3,1450.0
6186,Other,6.0,2.0,480.0,4,3754.0
6187,Other,3.0,2.0,115.0,3,1893.0
6190,Other,2.0,2.0,100.0,3,1200.0
6191,Other,2.0,1.0,70.0,2,1205.0
6192,Other,3.0,2.0,90.0,3,1500.0
6194,Other,2.0,1.0,67.0,2,1250.0
6197,Other,3.0,1.0,59.5,2,800.0
6198,Other,2.0,3.0,85.0,2,1400.0
6199,Other,2.0,2.0,100.0,3,1800.0
6200,Other,2.0,2.0,70.0,2,925.0
6203,Other,2.0,1.0,350.0,4,3500.0
6206,Other,4.0,2.0,255.0,3,2100.0
6207,Other,1.0,0.0,35.0,1,400.0
6210,Other,5.0,3.0,180.0,4,2400.0
6211,Other,2.0,1.0,40.0,1,825.0
6213,Other,5.0,2.0,600.0,4,5000.0
6215,Other,5.0,2.0,420.0,4,4800.0
6216,Other,3.0,3.0,400.0,3,3400.0
6217,Other,1.0,0.0,33.0,1,600.0
6220,Other,1.0,0.0,72.0,1,800.0
6222,Other,2.0,2.0,82.0,3,1225.0
6223,Other,1.0,2.0,27.0,1,655.0
6224,Other,2.0,1.0,96.0,2,1196.0
6225,Other,2.0,1.0,50.0,2,927.0
6226,Other,1.0,0.0,18.0,1,600.0
